Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class
43:50.1,17.639,TCP  ,EXT_SERVER,22,10767_152,42200,26,3745,1,.APRSF,0,suspicious
43:50.1,17.639,TCP  ,10767_152,42200,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
44:10.8,7.183,TCP  ,10006_27,59764,EXT_SERVER,22,11,1623,1,.APRSF,0,suspicious
44:10.8,7.183,TCP  ,EXT_SERVER,22,10006_27,59764,12,2561,1,.AP.SF,0,suspicious
44:08.3,18.677,TCP  ,EXT_SERVER,22,10767_152,3929,26,3745,1,.APRSF,0,suspicious
44:08.3,18.677,TCP  ,10767_152,3929,EXT_SERVER,22,24,2901,1,.AP.SF,0,suspicious
41:40.1,0.076,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57328,7,561,1,.AP.SF,0,normal
41:40.1,0.076,TCP  ,OPENSTACK_NET,57328,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
41:40.1,0.096,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57329,7,1725,1,.AP.SF,0,normal
41:40.1,0.096,TCP  ,OPENSTACK_NET,57329,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
41:40.6,0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64044,7,561,1,.AP.SF,0,normal
41:40.6,0.056,TCP  ,OPENSTACK_NET,64044,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
44:27.4,17.164,TCP  ,EXT_SERVER,22,10767_152,30967,26,3745,1,.APRSF,0,suspicious
44:27.4,17.164,TCP  ,10767_152,30967,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
44:45.1,16.229,TCP  ,EXT_SERVER,22,10767_152,56657,26,3745,1,.APRSF,0,suspicious
44:45.1,16.229,TCP  ,10767_152,56657,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
45:02.8,0.001,TCP  ,EXT_SERVER,3306,10887_123,3551,1,40,1,.A.R..,0,suspicious
45:02.8,0.001,TCP  ,10887_123,3551,EXT_SERVER,3306,1,46,1,....S.,0,suspicious
42:03.0,9.436,TCP  ,10006_27,36348,EXT_SERVER,22,16,2227,1,.AP.SF,0,suspicious
42:03.0,9.436,TCP  ,EXT_SERVER,22,10006_27,36348,21,3342,1,.AP.SF,0,suspicious
45:01.8,19.134,TCP  ,EXT_SERVER,22,10767_152,16802,26,3745,1,.APRSF,0,suspicious
45:01.8,19.134,TCP  ,10767_152,16802,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
45:24.4,8.913,TCP  ,18851_139,13246,EXT_SERVER,22,11,1641,1,.APRSF,0,suspicious
45:24.4,8.913,TCP  ,EXT_SERVER,22,18851_139,13246,15,3746,1,.AP.S.,0,suspicious
45:21.5,16.916,TCP  ,EXT_SERVER,22,10767_152,44783,26,3745,1,.APRSF,0,suspicious
45:21.5,16.916,TCP  ,10767_152,44783,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
45:38.9,19.28,TCP  ,EXT_SERVER,22,10767_152,5936,26,3745,1,.APRSF,0,suspicious
45:38.9,19.28,TCP  ,10767_152,5936,EXT_SERVER,22,26,2993,1,.AP.SF,0,suspicious
43:16.3,0,UDP  ,10116_230,53,EXT_SERVER,40182,1,129,1,......,0,suspicious
43:16.3,0,UDP  ,EXT_SERVER,40182,10116_230,53,1,68,1,......,0,suspicious
43:16.3,0.001,UDP  ,10116_230,53,EXT_SERVER,50590,1,250,1,......,0,suspicious
43:16.3,0.001,UDP  ,EXT_SERVER,50590,10116_230,53,1,68,1,......,0,suspicious
45:58.7,19.031,TCP  ,EXT_SERVER,22,10767_152,33102,26,3745,1,.APRSF,0,suspicious
45:58.7,19.031,TCP  ,10767_152,33102,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
43:08.8,9.586,TCP  ,10006_27,52777,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
43:08.8,9.586,TCP  ,EXT_SERVER,22,10006_27,52777,19,3185,1,.AP.SF,0,suspicious
43:16.3,5.115,TCP  ,10117_200,443,EXT_SERVER,60250,9,5455,1,.AP.SF,0,suspicious
43:16.3,5.115,TCP  ,EXT_SERVER,60250,10117_200,443,12,1710,1,.AP.SF,0,suspicious
46:18.2,19.613,TCP  ,EXT_SERVER,22,10767_152,60292,26,3745,1,.APRSF,0,suspicious
46:18.2,19.613,TCP  ,10767_152,60292,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
43:40.1,0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57363,7,702,1,.AP.SF,0,normal
43:40.1,0.074,TCP  ,OPENSTACK_NET,57363,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
43:40.1,0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57362,7,556,1,.AP.SF,0,normal
43:40.1,0.055,TCP  ,OPENSTACK_NET,57362,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
43:40.6,0.042,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64077,7,556,1,.AP.SF,0,normal
43:40.6,0.042,TCP  ,OPENSTACK_NET,64077,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
43:40.6,0.066,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64078,7,702,1,.AP.SF,0,normal
43:40.6,0.066,TCP  ,OPENSTACK_NET,64078,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
43:41.3,0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57364,7,639,1,.AP.SF,0,normal
43:41.3,0.056,TCP  ,OPENSTACK_NET,57364,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
43:42.2,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64079,7,639,1,.AP.SF,0,normal
43:42.2,0.052,TCP  ,OPENSTACK_NET,64079,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
46:38.3,20.264,TCP  ,EXT_SERVER,22,10767_152,23119,26,3745,1,.APRSF,0,suspicious
46:38.3,20.264,TCP  ,10767_152,23119,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
44:14.2,2.527,TCP  ,17626_160,61374,EXT_SERVER,22,12,1586,1,  0xdb,0,suspicious
44:14.2,2.527,TCP  ,EXT_SERVER,22,17626_160,61374,13,2585,1,.AP.SF,0,suspicious
46:59.1,20.893,TCP  ,EXT_SERVER,22,10767_152,51580,26,3745,1,.APRSF,0,suspicious
46:59.1,20.893,TCP  ,10767_152,51580,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
47:20.5,20.199,TCP  ,EXT_SERVER,22,10767_152,16581,26,3745,1,.APRSF,0,suspicious
47:20.5,20.199,TCP  ,10767_152,16581,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
44:29.5,13.981,TCP  ,18851_139,29189,EXT_SERVER,22,18,2759,1,.AP.SF,0,suspicious
44:29.5,13.981,TCP  ,EXT_SERVER,22,18851_139,29189,30,8425,1,.AP.SF,0,suspicious
47:32.4,11.011,TCP  ,10006_27,20933,EXT_SERVER,22,17,2273,1,.APRSF,0,suspicious
47:32.4,11.011,TCP  ,EXT_SERVER,22,10006_27,20933,21,3353,1,.AP.SF,0,suspicious
47:41.2,20.736,TCP  ,EXT_SERVER,22,10767_152,44461,27,3865,1,.APRSF,0,suspicious
47:41.2,20.736,TCP  ,10767_152,44461,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
47:16.9,56.184,TCP  ,18851_139,10848,EXT_SERVER,22,8,505,1,.APRSF,0,suspicious
47:16.9,56.184,TCP  ,EXT_SERVER,22,18851_139,10848,13,2000,1,.AP.SF,0,suspicious
48:02.4,20.484,TCP  ,EXT_SERVER,22,10767_152,7835,26,3745,1,.APRSF,0,suspicious
48:02.4,20.484,TCP  ,10767_152,7835,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
45:13.0,11.015,TCP  ,10006_27,47617,EXT_SERVER,22,17,2279,1,.AP.SF,0,suspicious
45:13.0,11.015,TCP  ,EXT_SERVER,22,10006_27,47617,20,4225,1,.AP.SF,0,suspicious
48:23.4,20.267,TCP  ,EXT_SERVER,22,10767_152,36671,26,3745,1,.APRSF,0,suspicious
48:23.4,20.267,TCP  ,10767_152,36671,EXT_SERVER,22,26,2993,1,.AP.SF,0,suspicious
48:44.2,20.25,TCP  ,EXT_SERVER,22,10767_152,64255,26,3745,1,.APRSF,0,suspicious
48:44.2,20.25,TCP  ,10767_152,64255,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
49:04.9,18.977,TCP  ,EXT_SERVER,22,10767_152,27819,26,3745,1,.APRSF,0,suspicious
49:04.9,18.977,TCP  ,10767_152,27819,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
49:08.0,16.127,TCP  ,18851_139,48277,EXT_SERVER,22,19,2749,1,.APRSF,0,suspicious
49:08.0,16.127,TCP  ,EXT_SERVER,22,18851_139,48277,28,4957,1,.AP.S.,0,suspicious
46:16.5,12.606,TCP  ,10006_27,54832,EXT_SERVER,22,16,2311,1,.AP.SF,0,suspicious
46:16.5,12.606,TCP  ,EXT_SERVER,22,10006_27,54832,24,4621,1,.AP.SF,0,suspicious
46:19.9,15.748,TCP  ,18851_139,61650,EXT_SERVER,22,19,2707,1,.AP.SF,0,suspicious
46:19.9,15.748,TCP  ,EXT_SERVER,22,18851_139,61650,28,3957,1,.AP.SF,0,suspicious
46:40.1,0.082,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57411,7,561,1,.AP.SF,0,normal
46:40.1,0.082,TCP  ,OPENSTACK_NET,57411,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
46:40.1,0.1,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57412,7,1725,1,.AP.SF,0,normal
46:40.1,0.1,TCP  ,OPENSTACK_NET,57412,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
46:40.1,0.106,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57413,7,702,1,.AP.SF,0,normal
46:40.1,0.106,TCP  ,OPENSTACK_NET,57413,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
46:40.1,0.086,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57414,7,556,1,.AP.SF,0,normal
46:40.1,0.086,TCP  ,OPENSTACK_NET,57414,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
46:40.6,0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64130,7,702,1,.AP.SF,0,normal
46:40.6,0.063,TCP  ,OPENSTACK_NET,64130,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
46:40.6,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64131,7,556,1,.AP.SF,0,normal
46:40.6,0.052,TCP  ,OPENSTACK_NET,64131,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
46:40.6,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64132,7,561,1,.AP.SF,0,normal
46:40.6,0.057,TCP  ,OPENSTACK_NET,64132,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
49:24.4,19.589,TCP  ,EXT_SERVER,22,10767_152,54898,26,3745,1,.APRSF,0,suspicious
49:24.4,19.589,TCP  ,10767_152,54898,EXT_SERVER,22,24,2901,1,.AP.SF,0,suspicious
49:51.5,0,TCP  ,EXT_SERVER,23,19235_110,51920,1,40,1,.A.R..,0,suspicious
49:51.5,0,TCP  ,19235_110,51920,EXT_SERVER,23,1,46,1,....S.,0,suspicious
50:01.1,1.51,TCP  ,EXT_SERVER,445,19236_209,1594,3,120,1,.A.R..,0,suspicious
50:01.1,1.51,TCP  ,19236_209,1594,EXT_SERVER,445,3,156,1,....S.,0,suspicious
49:44.5,20.055,TCP  ,EXT_SERVER,22,10767_152,17744,26,3745,1,.APRSF,0,suspicious
49:44.5,20.055,TCP  ,10767_152,17744,EXT_SERVER,22,24,2901,1,.AP.SF,0,suspicious
50:06.3,0,TCP  ,19237_195,25160,EXT_SERVER,23,1,46,1,....S.,0,suspicious
50:06.3,0,TCP  ,EXT_SERVER,23,19237_195,25160,1,40,1,.A.R..,0,suspicious
50:05.0,19.34,TCP  ,EXT_SERVER,22,10767_152,44517,26,3745,1,.APRSF,0,suspicious
50:05.0,19.34,TCP  ,10767_152,44517,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
50:24.9,18.465,TCP  ,EXT_SERVER,22,10767_152,8125,26,3745,1,.APRSF,0,suspicious
50:24.9,18.465,TCP  ,10767_152,8125,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
50:43.8,18.469,TCP  ,EXT_SERVER,22,10767_152,35453,26,3745,1,.APRSF,0,suspicious
50:43.8,18.469,TCP  ,10767_152,35453,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
51:00.0,14.061,TCP  ,18851_139,32835,EXT_SERVER,22,15,3005,1,.APRSF,0,suspicious
51:00.0,14.061,TCP  ,EXT_SERVER,22,18851_139,32835,22,5270,1,.AP.SF,0,suspicious
51:02.8,19.819,TCP  ,EXT_SERVER,22,10767_152,61882,26,3745,1,.APRSF,0,suspicious
51:02.8,19.819,TCP  ,10767_152,61882,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
48:12.1,23.124,TCP  ,18851_139,51060,EXT_SERVER,22,18,2675,1,.AP.SF,0,suspicious
48:12.1,23.124,TCP  ,EXT_SERVER,22,18851_139,51060,27,4594,1,.AP.SF,0,suspicious
51:23.1,18.644,TCP  ,EXT_SERVER,22,10767_152,25202,26,3745,1,.APRSF,0,suspicious
51:23.1,18.644,TCP  ,10767_152,25202,EXT_SERVER,22,26,2993,1,.AP.SF,0,suspicious
46:40.6,135.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64133,2,92,1,.A..SF,0,normal
46:40.6,135.063,TCP  ,OPENSTACK_NET,64133,EXT_SERVER,8000,4,190,1,.A..SF,0,normal
48:45.7,10.46,TCP  ,10006_27,19515,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
48:45.7,10.46,TCP  ,EXT_SERVER,22,10006_27,19515,19,3185,1,.AP.SF,0,suspicious
51:42.3,18.623,TCP  ,EXT_SERVER,22,10767_152,52717,26,3745,1,.APRSF,0,suspicious
51:42.3,18.623,TCP  ,10767_152,52717,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
52:01.4,18.126,TCP  ,EXT_SERVER,22,10767_152,15132,26,3745,1,.APRSF,0,suspicious
52:01.4,18.126,TCP  ,10767_152,15132,EXT_SERVER,22,26,2993,1,.AP.SF,0,suspicious
52:36.9,0,TCP  ,19238_102,3252,EXT_SERVER,23,1,46,1,....S.,0,suspicious
52:36.9,0,TCP  ,EXT_SERVER,23,19238_102,3252,1,40,1,.A.R..,0,suspicious
52:20.0,19.247,TCP  ,EXT_SERVER,22,10767_152,41174,26,3745,1,.APRSF,0,suspicious
52:20.0,19.247,TCP  ,10767_152,41174,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
49:40.1,0.078,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57463,7,702,1,.AP.SF,0,normal
49:40.1,0.078,TCP  ,OPENSTACK_NET,57463,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
49:40.1,0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57464,7,556,1,.AP.SF,0,normal
49:40.1,0.054,TCP  ,OPENSTACK_NET,57464,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
49:40.6,0.046,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64182,7,556,1,.AP.SF,0,normal
49:40.6,0.046,TCP  ,OPENSTACK_NET,64182,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
49:40.6,0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64183,7,702,1,.AP.SF,0,normal
49:40.6,0.056,TCP  ,OPENSTACK_NET,64183,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
49:41.4,0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57465,7,639,1,.AP.SF,0,normal
49:41.4,0.06,TCP  ,OPENSTACK_NET,57465,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
49:41.9,0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64184,7,639,1,.AP.SF,0,normal
49:41.9,0.055,TCP  ,OPENSTACK_NET,64184,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
52:44.1,1.001,TCP  ,19233_43,21043,EXT_SERVER,23,2,92,1,....S.,0,suspicious
52:44.1,1.001,TCP  ,EXT_SERVER,23,19233_43,21043,2,80,1,.A.R..,0,suspicious
49:53.4,0,UDP  ,10798_3,57477,EXT_SERVER,53,1,56,1,......,0,suspicious
49:53.4,0,ICMP ,EXT_SERVER,0,10798_3,3.3,1,84,1,......,0,suspicious
49:46.2,8.912,TCP  ,10006_27,20710,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
49:46.2,8.912,TCP  ,EXT_SERVER,22,10006_27,20710,19,3185,1,.AP.SF,0,suspicious
52:39.8,18.914,TCP  ,EXT_SERVER,22,10767_152,3903,26,3745,1,.APRSF,0,suspicious
52:39.8,18.914,TCP  ,10767_152,3903,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
52:59.2,20.273,TCP  ,EXT_SERVER,22,10767_152,30783,26,3745,1,.APRSF,0,suspicious
52:59.2,20.273,TCP  ,10767_152,30783,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
50:04.1,16.621,TCP  ,18851_139,42660,EXT_SERVER,22,18,2355,1,.AP.SF,0,suspicious
50:04.1,16.621,TCP  ,EXT_SERVER,22,18851_139,42660,25,3714,1,.AP.SF,0,suspicious
53:17.7,11.998,TCP  ,18851_139,18097,EXT_SERVER,22,18,2421,1,.APRSF,0,suspicious
53:17.7,11.998,TCP  ,EXT_SERVER,22,18851_139,18097,24,3646,1,.AP.SF,0,suspicious
53:33.8,0,TCP  ,17692_106,10786,EXT_SERVER,23,1,46,1,....S.,0,suspicious
53:33.8,0,TCP  ,EXT_SERVER,23,17692_106,10786,1,40,1,.A.R..,0,suspicious
53:19.9,20.561,TCP  ,EXT_SERVER,22,10767_152,58859,26,3745,1,.APRSF,0,suspicious
53:19.9,20.561,TCP  ,10767_152,58859,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
53:41.0,20.033,TCP  ,EXT_SERVER,22,10767_152,23319,26,3745,1,.APRSF,0,suspicious
53:41.0,20.033,TCP  ,10767_152,23319,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
50:53.5,10.453,TCP  ,10006_27,33956,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
50:53.5,10.453,TCP  ,EXT_SERVER,22,10006_27,33956,19,3185,1,.AP.SF,0,suspicious
54:01.5,19.69,TCP  ,EXT_SERVER,22,10767_152,50872,26,3745,1,.APRSF,0,suspicious
54:01.5,19.69,TCP  ,10767_152,50872,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
51:23.5,0,UDP  ,13501_98,42644,EXT_SERVER,53,1,70,1,......,0,suspicious
51:23.5,0,ICMP ,EXT_SERVER,0,13501_98,3.3,1,98,1,......,0,suspicious
54:08.0,17.266,TCP  ,18851_139,20681,EXT_SERVER,22,8,1089,1,.APRSF,0,suspicious
54:08.0,17.266,TCP  ,EXT_SERVER,22,18851_139,20681,11,1653,1,.AP.SF,0,suspicious
51:40.1,0.098,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57498,7,561,1,.AP.SF,0,normal
51:40.1,0.098,TCP  ,OPENSTACK_NET,57498,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
51:40.1,0.098,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57499,7,1725,1,.AP.SF,0,normal
51:40.1,0.098,TCP  ,OPENSTACK_NET,57499,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
51:40.6,0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64217,7,561,1,.AP.SF,0,normal
51:40.6,0.056,TCP  ,OPENSTACK_NET,64217,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
54:21.7,19.89,TCP  ,EXT_SERVER,22,10767_152,12293,26,3745,1,.APRSF,0,suspicious
54:21.7,19.89,TCP  ,10767_152,12293,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
54:40.3,2.953,TCP  ,EXT_SERVER,445,16990_121,3488,2,80,1,.A.R..,0,suspicious
54:40.3,2.953,TCP  ,16990_121,3488,EXT_SERVER,445,2,96,1,....S.,0,suspicious
54:54.0,0.021,TCP  ,15129_70,42211,EXT_SERVER,1010,2,92,1,...RS.,0,suspicious
54:54.0,0.021,TCP  ,EXT_SERVER,1010,15129_70,42211,1,40,1,.A.R..,0,suspicious
54:42.1,19.681,TCP  ,EXT_SERVER,22,10767_152,40167,26,3745,1,.APRSF,0,suspicious
54:42.1,19.681,TCP  ,10767_152,40167,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
52:00.2,8.667,TCP  ,10006_27,29420,EXT_SERVER,22,18,2403,1,.AP.SF,0,suspicious
52:00.2,8.667,TCP  ,EXT_SERVER,22,10006_27,29420,20,3249,1,.AP.SF,0,suspicious
51:56.2,16.907,TCP  ,18851_139,36262,EXT_SERVER,22,19,2603,1,.AP.SF,0,suspicious
51:56.2,16.907,TCP  ,EXT_SERVER,22,18851_139,36262,29,4091,1,.AP.SF,0,suspicious
55:02.3,20.264,TCP  ,EXT_SERVER,22,10767_152,3428,26,3745,1,.APRSF,0,suspicious
55:02.3,20.264,TCP  ,10767_152,3428,EXT_SERVER,22,26,2993,1,.AP.SF,0,suspicious
52:40.1,0.064,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57517,7,702,1,.AP.SF,0,normal
52:40.1,0.064,TCP  ,OPENSTACK_NET,57517,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
52:40.1,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57516,7,556,1,.AP.SF,0,normal
52:40.1,0.057,TCP  ,OPENSTACK_NET,57516,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
52:40.6,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64232,7,556,1,.AP.SF,0,normal
52:40.6,0.053,TCP  ,OPENSTACK_NET,64232,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
52:40.6,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64233,7,702,1,.AP.SF,0,normal
52:40.6,0.053,TCP  ,OPENSTACK_NET,64233,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
52:38.4,3.587,TCP  ,17626_160,47451,EXT_SERVER,22,13,1710,1,  0xdb,0,suspicious
52:38.4,3.587,TCP  ,EXT_SERVER,22,17626_160,47451,15,2797,1,.AP.SF,0,suspicious
55:23.1,20.708,TCP  ,EXT_SERVER,22,10767_152,31568,26,3745,1,.APRSF,0,suspicious
55:23.1,20.708,TCP  ,10767_152,31568,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
55:44.3,18.424,TCP  ,EXT_SERVER,22,10767_152,61527,26,3745,1,.APRSF,0,suspicious
55:44.3,18.424,TCP  ,10767_152,61527,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
56:09.9,0,TCP  ,11839_92,40363,EXT_SERVER,3306,1,46,1,....S.,0,suspicious
56:09.9,0,TCP  ,EXT_SERVER,3306,11839_92,40363,1,40,1,.A.R..,0,suspicious
53:01.6,8.871,TCP  ,10006_27,64340,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
53:01.6,8.871,TCP  ,EXT_SERVER,22,10006_27,64340,19,3185,1,.AP.SF,0,suspicious
56:03.2,18.968,TCP  ,EXT_SERVER,22,10767_152,23918,26,3745,1,.APRSF,0,suspicious
56:03.2,18.968,TCP  ,10767_152,23918,EXT_SERVER,22,24,2901,1,.AP.SF,0,suspicious
56:22.7,18.497,TCP  ,EXT_SERVER,22,10767_152,51479,26,3745,1,.APRSF,0,suspicious
56:22.7,18.497,TCP  ,10767_152,51479,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
56:41.7,19.415,TCP  ,EXT_SERVER,22,10767_152,13802,26,3745,1,.APRSF,0,suspicious
56:41.7,19.415,TCP  ,10767_152,13802,EXT_SERVER,22,26,2993,1,.AP.SF,0,suspicious
54:05.3,10.183,TCP  ,10006_27,41076,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
54:05.3,10.183,TCP  ,EXT_SERVER,22,10006_27,41076,19,3185,1,.AP.SF,0,suspicious
57:01.6,17.462,TCP  ,EXT_SERVER,22,10767_152,42424,26,3745,1,.APRSF,0,suspicious
57:01.6,17.462,TCP  ,10767_152,42424,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
57:27.2,0,TCP  ,19239_71,47171,EXT_SERVER,7547,1,46,1,....S.,0,suspicious
57:27.2,0,TCP  ,EXT_SERVER,7547,19239_71,47171,1,40,1,.A.R..,0,suspicious
57:19.5,17.719,TCP  ,EXT_SERVER,22,10767_152,4204,26,3745,1,.APRSF,0,suspicious
57:19.5,17.719,TCP  ,10767_152,4204,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
57:37.8,17.856,TCP  ,EXT_SERVER,22,10767_152,30835,26,3745,1,.APRSF,0,suspicious
57:37.8,17.856,TCP  ,10767_152,30835,EXT_SERVER,22,24,2901,1,.AP.SF,0,suspicious
57:58.5,0,TCP  ,19240_215,1243,EXT_SERVER,23,1,46,1,....S.,0,suspicious
57:58.5,0,TCP  ,EXT_SERVER,23,19240_215,1243,1,40,1,.A.R..,0,suspicious
57:56.1,18.016,TCP  ,EXT_SERVER,22,10767_152,57635,26,3745,1,.APRSF,0,suspicious
57:56.1,18.016,TCP  ,10767_152,57635,EXT_SERVER,22,24,2889,1,.AP.SF,0,suspicious
55:04.0,19.307,TCP  ,18851_139,16432,EXT_SERVER,22,23,2935,1,.AP.SF,0,suspicious
55:04.0,19.307,TCP  ,EXT_SERVER,22,18851_139,16432,32,5984,1,.AP.SF,0,suspicious
55:15.3,9.041,TCP  ,10006_27,61296,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
55:15.3,9.041,TCP  ,EXT_SERVER,22,10006_27,61296,19,3185,1,.AP.SF,0,suspicious
58:14.6,17.942,TCP  ,EXT_SERVER,22,10767_152,20143,25,3705,1,.APRSF,0,suspicious
58:14.6,17.942,TCP  ,10767_152,20143,EXT_SERVER,22,23,2797,1,.AP.SF,0,suspicious
57:53.5,39.624,TCP  ,18851_139,54564,EXT_SERVER,22,4,218,1,.A.RS.,0,suspicious
57:53.5,39.624,TCP  ,EXT_SERVER,22,18851_139,54564,10,831,1,.AP.S.,0,suspicious
55:40.1,0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57567,7,702,1,.AP.SF,0,normal
55:40.1,0.073,TCP  ,OPENSTACK_NET,57567,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
55:40.1,0.062,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,57566,7,556,1,.AP.SF,0,normal
55:40.1,0.062,TCP  ,OPENSTACK_NET,57566,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
55:40.6,0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64282,7,556,1,.AP.SF,0,normal
55:40.6,0.055,TCP  ,OPENSTACK_NET,64282,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
55:40.6,0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64283,7,702,1,.AP.SF,0,normal
